"","Elevation","Aspect","Slope","Horizontal_Distance_To_Hydrology","Vertical_Distance_To_Hydrology","Horizontal_Distance_To_Roadways","Hillshade_9am","Hillshade_Noon","Hillshade_3pm","Horizontal_Distance_To_Fire_Points","Area_Of_Wilderness","Soil_Type","Cover_Type"
"257",0.627,-0.651,-1.361,2.927,0.554,2.773,0.5,0.528,0.042,4.058,1,12,2
"258",1.129,-0.706,-0.059,1.86,-0.507,1.701,0.86,-0.393,-0.852,1.234,1,23,1
"259",0.61,-0.197,-1.124,2.779,0.44,2.769,0.599,0.791,0.063,4.096,1,29,2
"260",-0.425,-0.978,0.414,0.746,0.031,-0.998,0.37,-1.183,-0.895,0.907,1,29,2
"261",1.223,-0.26,-0.651,2.455,-0.083,1.592,0.828,0.615,-0.242,1.221,1,23,1
"262",1.002,-1.196,-1.479,-0.939,-0.834,2.047,0.173,0.528,0.325,1.517,1,20,1
"263",0.308,1.747,-0.532,-0.763,-0.834,1.34,-0.481,0.045,0.565,3.103,1,29,2
"264",1.074,-1.341,-1.006,0.351,-0.458,1.8,-0.056,0.221,0.325,1.423,1,19,1
"265",0.54,0.939,-1.006,0.78,0.244,3.288,-0.416,1.142,1.044,3.41,1,29,2
"266",1.026,-1.078,-0.769,-1.081,-0.834,1.941,0.239,-0.086,-0.089,1.579,1,29,1
"267",0.588,0.176,-0.769,2.203,0.57,3.286,0.435,1.186,0.368,3.656,1,29,2
"268",0.392,-0.115,-1.006,-0.082,-0.507,2.841,0.631,0.879,0.085,2.929,1,30,2
"269",0.557,0.166,-0.887,0.937,0.08,2.681,0.402,1.142,0.39,4.536,1,12,1
"270",0.468,0.475,-0.532,0.642,-0.246,3.142,-0.056,1.405,0.826,3.494,1,29,2
"271",0.588,-0.124,-1.715,1.922,-0.458,2.826,0.337,0.835,0.347,4.398,1,29,1
"272",0.461,-1.423,-1.597,-1.081,-0.834,2.352,0.075,0.615,0.456,4.137,1,20,2
"273",0.468,1.193,-1.361,-1.081,-0.834,2.33,-0.252,0.879,0.826,4.112,1,20,2
"274",0.502,1.193,-1.006,-0.51,-0.605,2.241,-0.448,0.922,0.978,4.008,1,12,2
"275",0.112,-0.388,-0.414,-0.796,-0.703,0.668,0.959,0.308,-0.525,2.203,1,12,2
"276",0.085,1.438,-1.715,-0.796,-0.867,0.583,0.042,0.791,0.565,2.107,1,23,2
"277",0.083,1.529,0.059,-0.353,-0.295,0.063,-1.168,0.045,1.022,1.534,1,30,2
"278",0.095,1.484,-0.178,-0.215,-0.018,0.043,-1.037,0.265,1.044,1.512,1,30,2
"279",0.413,0.048,0.296,0.061,-0.475,2.537,0.73,0.966,-0.133,2.75,1,30,2
"280",0.619,-0.197,-1.597,3.35,-0.246,3.029,0.37,0.835,0.325,4.168,1,29,2
"281",0.547,-0.76,-0.769,0.456,-0.034,2.601,0.631,0.089,-0.307,4.416,1,29,2
"282",0.342,-0.933,-0.651,-0.444,-0.638,1.105,0.435,-0.086,-0.263,2.678,1,12,2
"283",-0.547,-1.014,-0.769,-0.882,-0.801,-0.986,0.337,-0.042,-0.133,0.504,1,20,2
"284",0.564,-0.769,-1.124,1.284,-0.622,2.761,0.5,0.352,-0.046,4.519,1,29,1
"285",0.737,-1.069,0.296,1.898,1.517,2.053,0.141,-1.007,-0.612,2.222,1,29,1
"286",0.191,-0.715,-0.887,-0.796,-0.703,0.926,0.631,0.177,-0.263,2.433,1,23,2
"287",1.081,1.584,-1.361,-1.081,-0.834,1.727,-0.154,0.659,0.63,1.772,1,20,1
"288",0.926,1.565,-0.414,2.674,-1.046,1.897,-0.841,0.177,0.87,2.079,1,29,1
"289",-0.482,1.802,-0.296,-0.796,-0.72,-0.878,-0.514,-0.174,0.434,0.497,1,20,2
"290",0.509,-0.615,-0.887,-0.882,-0.785,2.398,0.697,0.265,-0.285,4.123,1,12,2
"291",0.14,-1.287,-0.414,-0.125,-0.507,0.541,-0.154,-0.262,0.129,1.945,1,12,2
"292",-0.001,-0.633,-0.532,1.375,-0.132,-0.162,0.828,0.045,-0.525,1.169,1,12,2
"293",0.971,1.556,-0.296,2.96,-1.144,1.864,-0.907,0.133,0.913,2.145,1,29,1
"294",0.579,1.166,-0.651,2.96,0.766,3.189,-0.776,0.922,1.218,4.143,1,20,2
"295",0.524,-0.442,-1.361,0.375,-0.034,1.81,0.533,0.659,0.063,3.413,1,12,2
"296",0.437,-0.724,-0.414,-0.567,-0.491,1.658,0.762,-0.13,-0.59,3.233,1,30,2
"297",0.14,1.811,-1.124,-0.353,-0.785,0.663,-0.121,0.352,0.477,2.042,1,23,2
"298",0.107,-0.46,-1.479,-0.082,-0.23,0.131,0.468,0.659,0.151,1.425,1,12,1
"299",0.792,-1.205,0.059,2.055,1.893,2.01,-0.154,-0.788,-0.22,2.423,1,29,1
"300",0.447,-0.951,-0.059,-0.225,-0.393,2.22,0.468,-0.7,-0.656,2.677,1,23,1
"301",0.392,0.948,-0.769,0.408,-0.671,3.013,-0.514,1.142,1.131,3.642,1,29,2
"302",0.406,0.684,-1.006,0.456,-0.524,3.029,-0.187,1.273,0.935,3.662,1,29,2
"303",0.547,0.911,-1.242,-0.677,-0.622,2.325,-0.252,1.098,0.913,3.995,1,12,2
"304",-0.42,1.411,-0.296,-0.444,-0.312,-0.814,-0.972,0.44,1.131,0.375,1,30,2
"305",0.94,-0.887,0.532,2.393,-1.357,1.842,0.599,-1.183,-1.091,2.326,1,29,1
"306",0.131,-1.287,-0.769,-0.072,-0.067,0.153,-0.056,0.002,0.194,1.382,1,12,1
"307",-0.369,-1.341,-0.296,-0.882,-0.524,-0.691,-0.285,-0.305,0.194,0.454,1,30,2
"308",0.43,0.684,-1.006,0.661,-0.295,3.11,-0.154,1.229,0.913,3.877,1,29,2
"309",0.603,0.811,-0.887,2.555,0.815,3.205,-0.383,1.229,1.066,4.287,1,29,2
"310",0.152,-0.569,-1.124,0.685,0.08,0.065,0.599,0.484,-0.067,1.237,1,30,2
"311",0.571,1.683,-1.242,-0.168,-0.409,2.333,-0.154,0.528,0.586,3.932,1,12,2
"312",1.019,-0.887,0.177,1.832,-0.834,1.757,0.599,-0.832,-0.852,2.43,1,23,1
"313",0.267,-1.423,-1.242,-0.444,-0.671,0.955,-0.056,0.396,0.434,2.237,1,30,2
"314",0.131,-0.869,-1.124,0.642,-0.671,0.094,0.435,0.265,-0.046,1.194,1,30,2
"315",0.603,-0.715,-0.769,0.513,-0.36,2.721,0.697,0.089,-0.372,4.363,1,12,1
"316",0.394,-0.142,-0.887,0.237,-0.54,1.326,0.697,0.835,-0.002,2.654,1,12,2
"317",-0.195,-1.051,0.059,0.266,0.276,-0.331,0.206,-0.832,-0.547,0.663,1,30,2
"318",1.043,-0.251,-0.532,1.208,-0.671,1.649,0.893,0.615,-0.307,2.511,1,29,1
"319",0.392,0.539,-0.887,0.194,-0.507,3.019,-0.056,1.317,0.826,4.066,1,16,1
"320",1.002,-0.769,-1.361,0.908,-0.932,1.616,0.435,0.484,0.063,2.621,1,23,1
"321",0.492,-1.151,-0.887,-0.939,-0.785,2.086,0.173,0.045,0.042,3.508,1,20,2
"322",0.437,-0.515,-1.124,-0.939,-0.932,1.936,0.631,0.528,-0.089,3.323,1,19,2
"323",1.16,-1.423,-0.651,2.051,-0.409,1.415,-0.285,0.045,0.39,2.362,1,23,1
"324",1.081,-0.942,-1.124,1.241,-0.409,1.474,0.37,0.265,-0.002,2.495,1,29,1
"325",0.368,0.721,-1.361,-0.072,-0.671,2.975,-0.056,1.098,0.782,4.123,1,16,1
"326",0.299,1.774,-1.715,0.823,-0.524,0.872,0.108,0.747,0.477,1.947,1,29,2
"327",0.368,0.884,-1.242,-0.072,-0.785,3,-0.219,1.098,0.891,4.258,1,16,1
"328",0.121,-1.014,-0.532,-1.081,-0.834,0.4,0.337,-0.218,-0.242,1.315,1,20,1
"329",1.215,1.629,-0.887,2.217,0.015,1.305,-0.448,0.352,0.695,2.486,1,23,1
"330",1.05,1.102,-1.361,-0.082,-0.622,1.449,-0.219,0.966,0.826,2.741,1,29,1
"331",0.485,-0.86,-1.006,-0.168,-0.344,2.093,0.468,0.177,-0.111,3.4,1,29,2
"332",0.437,0.73,-0.059,0.546,-0.246,3.081,-0.776,1.449,1.371,4.453,1,29,1
"333",0.72,1.129,-1.479,1.917,0.554,2.887,-0.121,0.922,0.739,4.228,1,12,2
"334",0.492,1.166,-0.651,-0.072,-0.524,1.953,-0.808,0.922,1.24,3.224,1,29,2
"335",0.1,-1.051,0.059,1.099,-1.128,0.02,0.239,-0.788,-0.525,0.712,1,12,2
"336",1.012,0.048,-1.597,-0.225,-0.72,1.447,0.304,0.922,0.39,2.83,1,29,1
"337",0.878,-0.796,-0.296,0.332,-0.932,1.627,0.697,-0.305,-0.612,2.992,1,29,1
"338",0.349,-0.96,-0.769,-0.31,-0.834,1.217,0.402,0.002,-0.176,2.265,1,12,2
"339",1.036,-0.315,-1.242,-0.444,-0.72,1.355,0.566,0.703,0.063,2.795,1,29,1
"340",0.658,-0.687,-0.887,-0.044,-0.034,1.84,0.664,0.221,-0.263,3.276,1,29,2
"341",0.509,0.857,-0.887,1.203,0.244,3.131,-0.383,1.186,1.044,4.405,1,29,2
"342",0.547,-1.178,-1.479,-0.168,-0.622,2.314,0.173,0.484,0.303,3.628,1,12,2
"343",0.485,-1.06,-0.532,0.456,-0.834,2.146,0.271,-0.262,-0.242,3.416,1,12,2
"344",0.468,1.738,-0.414,0.132,-0.312,1.55,-0.612,-0.086,0.565,2.649,1,12,2
"345",0.957,0.285,-1.124,-0.444,-0.556,1.512,0.271,1.142,0.521,3.018,1,29,1
"346",0.2,-0.061,-0.178,0.07,-0.458,0.18,0.828,0.835,-0.198,0.814,1,30,1
"347",0.926,0.257,-0.769,-0.882,-0.769,1.441,0.304,1.273,0.499,3.043,1,29,1
"348",0.243,-0.978,-0.414,0.194,-0.083,0.622,0.402,-0.349,-0.372,1.387,1,29,2
"349",0.44,-0.415,-1.006,0.347,-0.507,1.457,0.697,0.528,-0.133,2.464,1,12,2
"350",0.145,-0.424,-1.242,0.923,-0.834,0.118,0.566,0.659,0.063,0.606,1,12,1
"351",1.239,-0.651,-0.769,1.222,0.178,1.117,0.73,0.177,-0.351,2.734,1,40,1
"352",1.05,-1.151,-0.059,-0.677,-0.622,1.227,0.01,-0.7,-0.307,2.947,1,29,1
"353",0.492,-1.087,-1.361,0.946,-0.148,1.653,0.239,0.44,0.216,2.695,1,12,2
"354",0.603,1.084,-0.887,2.498,0.848,3.154,-0.514,1.01,1.066,4.092,1,29,2
"355",0.619,1.129,-0.769,2.631,0.962,3.132,-0.612,0.966,1.131,4.079,1,29,2
"356",0.461,-1.169,-1.361,0.78,-0.36,1.504,0.173,0.484,0.281,2.47,1,12,2
"357",0.411,1.584,-0.887,0.799,-0.703,1.36,-0.416,0.484,0.739,2.285,1,12,2
"358",0.564,1.438,-1.361,0.637,-0.507,2.497,-0.219,0.703,0.739,3.69,1,12,2
"359",0.547,1.202,-0.296,1.632,-0.148,2.087,-1.103,0.835,1.371,3.178,1,12,2
"360",0.334,-0.96,0.414,0.642,0.244,0.736,0.402,-1.139,-0.895,1.398,1,29,2
"361",0.155,-0.488,-1.597,-0.082,-0.769,0.325,0.402,0.703,0.216,0.732,1,12,2
"362",0.452,-0.27,-0.887,0.861,0.913,0.892,0.762,0.659,-0.155,1.571,1,12,2
"363",0.188,-0.56,-0.651,-0.477,-0.589,0.568,0.828,0.221,-0.416,1.094,1,29,2
"364",0.95,-0.56,-0.532,0.061,-1.291,1.187,0.86,0.133,-0.503,3.219,1,30,1
"365",0.545,-0.569,-1.006,1.137,-0.638,1.939,0.631,0.44,-0.133,2.877,1,12,2
"366",0.682,-1.014,-1.715,2.155,-0.083,2.89,0.239,0.659,0.347,3.617,1,12,2
"367",0.799,-0.869,0.296,-0.168,-0.981,1.212,0.631,-0.963,-0.982,3.517,1,30,1
"368",0.706,-1.214,-1.361,-0.082,-1.242,1.334,0.141,0.396,0.281,3.605,1,20,1
"369",0.557,-0.606,-1.006,0.07,-1.406,1.495,0.631,0.396,-0.133,3.726,1,20,1
"370",0.363,0.176,-0.178,0.137,-0.034,1.107,0.435,1.229,0.303,1.681,1,30,2
"371",0.588,-0.824,-1.242,0.094,-0.622,2.306,0.468,0.352,-0.002,3.286,1,29,2
"372",-0.53,-0.052,-1.242,-0.567,-0.769,-0.842,0.5,0.922,0.216,-1.019,1,23,2
"373",1.05,-0.406,-1.006,-0.796,-0.785,0.88,0.73,0.528,-0.155,3.323,1,29,1
"374",0.454,0.784,0.887,0.823,-0.165,2.947,-1.594,1.361,1.785,3.856,1,29,2
"375",0.619,0.53,-0.651,2.232,0.995,3.144,-0.121,1.405,0.891,3.717,1,29,2
"376",0.65,0.739,-0.887,2.798,1.207,3.125,-0.285,1.273,1,3.666,1,29,2
"377",0.449,-0.697,-0.651,0.489,-0.589,1.796,0.697,0.089,-0.372,2.585,1,12,2
"378",0.227,1.456,-0.769,-0.763,-0.507,0.788,-0.612,0.528,0.935,1.103,1,29,2
"379",0.076,-1.305,-1.597,0.589,-0.426,0.328,0.108,0.615,0.412,0.178,1,29,2
"380",0.468,0.866,0.177,0.923,-0.067,2.944,-1.201,1.317,1.61,3.796,1,29,2
"381",0.258,-0.124,-0.532,-0.677,-0.703,1.054,0.828,0.791,-0.176,1.5,1,30,2
"382",0.65,-0.942,-1.124,0.147,-1.03,1.381,0.37,0.221,-0.024,3.826,1,29,1
"383",0.406,-0.142,-1.597,-0.168,-0.785,1.719,0.402,0.835,0.303,4.124,1,29,1
"384",0.121,0.257,-0.887,-0.272,-0.475,0.504,0.304,1.186,0.499,0.445,1,12,2
"385",0.057,-0.052,0.177,0.585,1.109,-0.026,0.893,0.791,-0.351,-0.48,1,30,5
"386",0.023,-0.115,0.059,0.347,0.881,-0.094,0.959,0.659,-0.438,-0.56,1,30,5
"387",-0.085,-0.36,0.414,0.07,0.685,-0.184,1.22,-0.086,-1.091,-0.666,1,30,5
"388",-0.188,-0.433,1.124,-0.248,0.064,-0.275,1.319,-0.832,-1.68,-0.77,1,30,5
"389",0.54,-0.279,-0.887,-0.51,-0.785,2.301,0.73,0.659,-0.111,3.106,1,29,2
"390",0.061,-0.079,0.296,0.513,0.815,0.042,0.959,0.659,-0.481,-0.409,1,30,5
"391",-0.008,-0.07,0.177,0.194,0.668,-0.071,0.893,0.747,-0.351,-0.545,1,30,5
"392",-0.015,-0.079,0.296,0.132,0.619,-0.094,0.959,0.703,-0.46,-0.571,1,30,5
"393",-0.077,-0.442,-0.059,-0.125,0.456,-0.162,1.089,0.045,-0.808,-0.652,1,30,5
"394",0.004,-0.188,-0.296,0.237,0.423,-0.026,0.926,0.659,-0.351,-0.495,1,30,5
"395",-0.025,-0.233,-0.296,0.07,0.391,-0.071,0.959,0.572,-0.416,-0.548,1,30,5
"396",-0.039,-0.215,-0.059,0.004,0.456,-0.094,1.024,0.528,-0.525,-0.576,1,30,5
"397",-0.08,-0.36,-0.178,-0.248,0.178,-0.162,1.057,0.265,-0.656,-0.657,1,30,5
"398",-0.331,-0.524,-0.296,-0.939,-0.801,-0.388,0.991,0.045,-0.699,-0.924,1,30,5
"399",0.775,-0.306,-0.651,-1.081,-0.834,1.016,0.86,0.528,-0.307,3.766,1,29,1
"400",0.744,0.094,0.177,-0.629,-0.573,1.16,0.631,1.098,0.02,3.858,1,29,2
"401",0.358,-0.333,-1.006,-0.31,-0.524,1.683,0.697,0.659,-0.067,2.294,1,12,2
"402",0.267,-0.451,-1.006,-0.939,-0.834,1.298,0.697,0.528,-0.133,1.723,1,23,2
"403",0.248,1.765,-1.597,-1.081,-0.834,1.229,0.042,0.659,0.499,1.615,1,23,2
"404",0.085,0.412,-1.006,-0.444,-0.54,0.54,0.141,1.229,0.652,0.317,1,12,2
"405",-0.063,-0.27,-0.059,-0.177,0.293,-0.116,1.057,0.396,-0.59,-0.606,1,30,5
"406",-0.223,-0.424,0.769,-0.677,-0.263,-0.275,1.286,-0.481,-1.375,-0.796,1,30,5
"407",0.753,0.339,-0.769,-0.939,-0.769,1.054,0.173,1.317,0.63,3.827,1,20,1
"408",0.72,0.094,-0.059,-0.763,-0.736,1.143,0.599,1.098,0.107,3.884,1,29,2
"409",0.61,-0.142,-0.414,-0.491,-0.785,1.348,0.86,0.747,-0.242,4.021,1,29,2
"410",0.485,-0.896,-0.769,-0.125,-0.573,1.526,0.5,-0.042,-0.263,4.152,1,29,2
"411",0.682,-0.806,-0.532,0.642,-0.132,2.895,0.631,-0.13,-0.46,3.263,1,29,1
"412",-0.111,-0.242,0.414,-0.477,-0.034,-0.162,1.155,0.265,-0.83,-0.665,1,30,5
"413",-0.154,-0.26,0.769,-0.629,-0.328,-0.207,1.253,-0.042,-1.179,-0.717,1,30,5
"414",-0.211,-0.342,1.005,-0.763,-0.458,-0.252,1.319,-0.393,-1.418,-0.771,1,30,5
"415",0.737,-0.506,-1.479,-1.081,-0.834,1.023,0.435,0.659,0.194,3.845,1,20,1
"416",0.72,-0.161,-0.414,-0.939,-0.883,1.066,0.893,0.703,-0.263,3.872,1,20,1
"417",0.744,1.683,-1.361,1.275,0.293,3.008,-0.121,0.572,0.565,3.298,1,12,1
"418",0.468,-0.978,-0.296,-1.081,-0.834,2.232,0.402,-0.481,-0.46,2.933,1,23,1
"419",-0.109,-0.306,0.177,-0.491,-0.181,-0.139,1.122,0.221,-0.786,-0.649,1,30,5
"420",-0.176,-0.251,0.887,-0.763,-0.475,-0.207,1.253,-0.086,-1.222,-0.726,1,30,5
"421",-0.307,-0.687,-0.296,-1.081,-0.834,-0.32,0.828,-0.218,-0.699,-0.855,1,30,5
"422",0.744,-1.014,-0.414,-0.939,-0.785,1.005,0.337,-0.349,-0.329,3.87,1,29,1
"423",0.54,-0.188,-0.178,-0.491,-0.72,1.38,0.991,0.572,-0.46,4.116,1,29,2
"424",0.761,-1.232,-1.479,1.384,0.407,3.038,0.141,0.528,0.347,3.286,1,12,1
"425",-0.073,-0.26,-0.059,-0.367,-0.099,-0.07,1.024,0.44,-0.569,-0.579,1,30,5
"426",-0.267,-0.642,-0.178,-1.081,-0.834,-0.274,0.926,-0.262,-0.808,-0.812,1,30,5
"427",-0.118,-0.379,0.296,-0.763,-0.409,-0.137,1.188,-0.042,-0.982,-0.666,1,30,5
"428",-0.183,-0.442,0.65,-0.882,-0.687,-0.182,1.253,-0.481,-1.375,-0.718,1,30,5
"429",-0.228,-0.778,-0.651,-1.081,-0.834,-0.227,0.664,-0.042,-0.438,-0.77,1,30,5
"430",-0.204,-0.969,-0.532,-1.081,-0.834,-0.203,0.402,-0.218,-0.285,-0.752,1,30,5
"431",0.72,-0.697,-1.006,0.632,0.129,2.961,0.599,0.265,-0.176,3.152,1,29,1
"432",0.26,-0.288,-1.006,0.194,-0.72,1.188,0.664,0.703,-0.024,1.384,1,12,2
"433",0.251,0.057,-0.887,0.275,-0.752,1.156,0.533,1.054,0.238,1.33,1,12,2
"434",0.713,-0.915,-0.651,-0.629,-0.36,1.108,0.468,-0.042,-0.263,4.076,1,29,1
"435",0.296,1.765,-1.242,-0.125,-0.654,1.317,-0.088,0.484,0.521,1.574,1,12,2
"436",-0.166,-1.214,-0.532,-1.081,-0.834,-0.153,0.01,-0.218,0.02,-0.71,1,29,5
"437",-0.176,-1.341,-0.296,-0.939,-0.801,-0.176,-0.285,-0.305,0.194,-0.737,1,29,5
"438",-0.171,-1.341,-0.178,-0.882,-0.72,-0.221,-0.35,-0.437,0.151,-0.791,1,29,5
"439",0.215,-0.333,-0.887,-0.177,-0.458,1.012,0.762,0.615,-0.155,1.001,1,12,2
"440",0.102,-0.642,-1.124,0.004,-0.769,0.866,0.566,0.44,-0.067,0.701,1,12,2
"441",0.847,-0.751,-0.651,-0.125,-0.034,0.872,0.664,0.002,-0.416,4.008,1,29,1
"442",0.588,-1.369,-0.296,-0.125,-0.622,2.606,-0.35,-0.262,0.238,2.872,1,29,2
"443",-0.113,-0.606,-1.834,-1.081,-0.834,0.01,0.271,0.747,0.347,-0.527,1,20,2
"444",0.579,1.138,-1.006,0.194,-0.312,2.498,-0.481,0.966,1.022,2.792,1,29,1
"445",0.61,-1.142,-1.242,-0.225,-0.622,2.647,0.206,0.396,0.216,2.83,1,29,2
"446",0.406,-0.36,-1.242,-0.367,-0.834,1.652,0.599,0.659,0.02,4.398,1,20,2
"447",0.468,0.92,-0.296,0.708,-0.099,2.884,-0.874,1.229,1.392,3.294,1,29,2
"448",0.729,1.029,-1.834,0.775,0.195,3.04,0.075,0.879,0.565,3.017,1,12,2
"449",0.547,-0.742,-1.361,0.323,-0.018,2.364,0.468,0.484,0.042,2.676,1,29,1
"450",0.397,-0.687,-1.006,-1.081,-0.834,1.986,0.599,0.308,-0.155,2.499,1,23,2
"451",0.016,-1.151,-1.479,-0.367,-0.801,0.647,0.173,0.528,0.303,0.235,1,12,2
"452",-0.077,-0.015,-1.479,-1.081,-0.834,0.244,0.37,0.922,0.325,-0.256,1,20,2
"453",0.428,1.438,-1.834,-0.367,-0.458,1.872,0.075,0.791,0.543,2.308,1,29,2
"454",0.05,-0.56,-1.597,0.147,-0.72,0.829,0.37,0.703,0.259,0.454,1,12,2
"455",-0.223,-0.724,0.769,0.266,-1.21,-0.297,0.959,-1.27,-1.505,-0.903,1,30,2
"456",0.002,-0.297,-1.361,-0.367,-0.687,0.495,0.533,0.747,0.107,0.049,1,12,2
"457",0.378,-1.014,-1.124,0.585,-0.622,1.756,0.304,0.265,0.063,2.065,1,29,2
"458",0.076,-0.833,-0.414,-0.882,-0.736,1.093,0.631,-0.218,-0.503,0.867,1,20,2
"459",-0.082,0.421,-1.361,-0.491,-0.85,0.155,0.141,1.142,0.63,-0.356,1,12,2
"460",0.524,1.647,-0.651,-0.053,-0.458,1.292,-0.547,0.265,0.695,4.543,1,20,1
"461",-0.025,-0.242,-1.006,-0.444,-0.409,0.337,0.697,0.747,-0.046,-0.132,1,12,2
"462",0.413,-0.251,-1.597,-0.044,-0.54,1.939,0.402,0.791,0.259,2.287,1,29,2
"463",0.102,-0.506,-1.242,-0.567,-0.36,1.106,0.566,0.572,-0.002,0.846,1,12,2
"464",0.753,-0.606,-1.006,0.685,-0.458,0.836,0.631,0.396,-0.133,4.406,1,29,1
"465",0.698,0.784,-0.296,1.36,-0.018,3.167,-0.677,1.361,1.305,2.841,1,29,2
"466",0.332,-1.133,-1.006,1.156,0.342,1.499,0.206,0.221,0.129,1.503,1,12,2
"467",0.792,0.212,-1.834,0.094,-0.197,0.755,0.206,0.879,0.477,4.396,1,29,1
"468",-0.326,-0.224,1.242,-0.272,0.064,-0.343,1.253,-0.174,-1.353,-0.867,1,30,2
"469",0.547,-0.197,-1.479,-0.567,-0.622,1.157,0.435,0.835,0.238,4.605,1,29,1
"470",0.485,1.783,-0.532,-1.081,-0.834,2.426,-0.416,0.002,0.477,2.358,1,20,1
"471",0.057,-0.687,-0.296,-0.567,-0.442,0.985,0.828,-0.174,-0.634,0.752,1,12,2
"472",0.737,-0.606,-1.006,0.775,-0.573,0.807,0.631,0.396,-0.133,4.492,1,29,1
"473",0.753,-1.014,-0.059,0.004,0.146,2.95,0.337,-0.7,-0.547,2.591,1,29,2
"474",-0.018,0.157,-0.887,0.194,-0.458,0.559,0.435,1.142,0.368,0.194,1,12,2
"475",-0.173,0.094,-0.059,-0.677,-0.687,-0.026,0.599,1.098,0.107,-0.507,1,12,2
"476",-0.437,-0.151,0.177,-0.796,-0.687,-0.456,1.024,0.572,-0.547,-0.927,1,30,2
"477",-0.025,-0.133,-1.242,0.004,-0.507,0.567,0.533,0.879,0.172,0.227,1,12,2
"478",0.603,1.002,-0.296,1.97,0.815,3.045,-1.005,1.142,1.436,2.781,1,29,2
"479",0.634,-1.378,1.715,-0.629,0.048,2.442,-1.561,-2.411,-0.263,2.238,1,29,1
"480",-0.396,1.693,-0.414,-0.367,-0.197,-0.681,-0.677,0.002,0.652,-0.937,1,29,2
"481",0.366,-0.479,-1.242,1.575,0.619,1.456,0.566,0.615,0.02,1.451,1,12,2
"482",0.713,-0.015,-0.887,0.937,0.554,0.789,0.599,0.966,0.151,4.682,1,29,1
"483",0.382,0.503,-1.242,-0.072,-0.018,1.795,0.075,1.186,0.717,1.886,1,30,2
"484",0.385,0.375,-1.361,0.032,-0.001,1.773,0.173,1.098,0.565,1.859,1,30,2
"485",0.627,-0.442,-0.769,-0.072,-0.246,0.904,0.795,0.44,-0.285,4.656,1,29,1
"486",0.595,-0.806,-1.006,-0.491,-0.458,0.961,0.5,0.265,-0.111,4.587,1,29,1
"487",0.627,0.966,-0.532,2.127,0.979,3.048,-0.776,1.186,1.327,2.614,1,29,2
"488",0.619,-1.205,-0.532,0.389,-0.246,2.746,0.01,-0.218,-0.002,2.217,1,20,1
"489",0.61,-1.26,-0.769,-0.168,-0.36,2.655,-0.023,0.002,0.172,2.171,1,29,1
"490",0.674,-0.687,-1.242,1.36,-0.393,2.889,0.5,0.484,0.02,2.265,1,29,1
"491",0.454,1.193,-1.361,0.723,-0.197,2.818,-0.187,0.879,0.782,2.723,1,29,2
"492",0.478,1.093,-0.532,0.999,-0.034,2.862,-0.874,1.01,1.305,2.691,1,29,2
"493",0.667,1.511,-0.887,0.07,0.031,2.539,-0.547,0.484,0.848,2.055,1,29,1
"494",0.361,1.438,-1.834,-0.653,-0.834,2.595,0.108,0.791,0.521,2.869,1,16,2
"495",0.437,-0.551,-1.124,0.094,-0.556,1.62,0.631,0.44,-0.133,3.704,1,29,2
"496",0.382,-0.769,-1.361,0.461,-0.752,2.143,0.435,0.484,0.063,3.177,1,19,2
"497",0.382,-1.423,-1.597,0.585,-0.752,2.164,0.075,0.615,0.456,3.158,1,19,2
"498",0.361,0.212,-1.597,0.347,-0.867,2.272,0.239,0.966,0.456,3.063,1,8,2
"499",0.282,-0.124,-0.532,0.999,1.027,1.244,0.795,0.791,-0.133,1.32,1,12,2
"500",0.713,1.811,-0.769,1.86,0.391,2.981,-0.285,0.133,0.456,2.091,1,29,1
"501",-0.317,-1.287,-0.296,-0.939,-0.834,-0.047,-0.187,-0.349,0.085,-0.117,1,29,2
"502",0.595,1.665,-1.124,-0.567,-0.573,0.954,-0.252,0.484,0.608,4.285,1,29,2
"503",0.509,1.084,-1.124,1.284,-0.067,1.431,-0.383,1.01,0.957,3.77,1,20,2
"504",0.023,0.03,-0.532,-0.51,-0.263,0.806,0.664,1.01,0.085,0.864,1,30,2
"505",-0.247,-1.341,1.952,-0.796,-0.687,0.043,-1.561,-2.761,-0.503,0.006,1,29,2
"506",0.665,0.548,0.059,2.251,1.24,3.117,-0.383,1.536,1.087,2.273,1,29,2
"507",0.512,-0.324,-0.414,-0.248,-0.834,2.146,0.926,0.44,-0.416,1.681,1,29,2
"508",0.406,-0.36,-0.178,-0.248,-0.295,2.008,1.024,0.265,-0.634,1.636,1,29,1
"509",-0.142,1.693,0.887,-0.51,-0.279,0.077,-1.626,-1.051,0.652,0.122,1,29,2
"510",-0.214,-1.396,-0.887,0.332,0.146,-0.307,-0.187,0.133,0.368,-0.238,1,29,2
"511",0.492,0.711,0.532,1.065,0.064,2.925,-1.07,1.493,1.523,2.33,1,29,2
"512",0.488,-0.333,-0.414,-0.444,-0.785,2.116,0.926,0.44,-0.438,1.624,1,29,2
"513",0.33,-0.297,0.059,-0.629,-0.622,1.915,1.089,0.308,-0.721,1.602,1,29,1
"514",0.634,1.647,-1.006,-0.367,-0.458,0.886,-0.35,0.396,0.652,4.235,1,29,2
"515",0.588,-0.86,-0.651,1.222,-0.556,1.128,0.566,-0.13,-0.372,3.944,1,29,1
"516",0.516,-0.133,-1.242,-1.081,-0.834,2.312,0.533,0.879,0.172,1.611,1,29,1
