"","X","Elevation","Aspect","Slope","Horizontal_Distance_To_Hydrology","Vertical_Distance_To_Hydrology","Horizontal_Distance_To_Roadways","Hillshade_9am","Hillshade_Noon","Hillshade_3pm","Horizontal_Distance_To_Fire_Points","Area_Of_Wilderness","Soil_Type","Cover_Type"
"227",227,0.61,0.094,0.059,1.789,1.403,3.082,0.631,1.098,0.042,2.291,"W1","S29","C2"
"228",228,0.327,-1.223,-1.006,0.275,-0.328,1.611,0.075,0.133,0.194,3.678,"W1","S29","C2"
"229",229,0.658,1.702,-1.006,1.775,0.881,2.632,-0.318,0.352,0.608,3.866,"W1","S12","C1"
"230",230,0.682,0.275,-0.296,0.513,1.583,3.298,0.271,1.317,0.499,3.1,"W1","S30","C2"
"231",231,0.368,1.111,-0.414,-0.177,-0.409,1.86,-0.939,0.966,1.349,3.994,"W1","S29","C2"
"232",232,0.423,0.802,-1.479,-0.939,-0.72,2.616,-0.023,1.054,0.739,1.655,"W1","S23","C1"
"233",233,0.461,0.394,-0.059,-0.225,-0.458,2.688,-0.023,1.449,0.761,1.781,"W1","S29","C2"
"234",234,0.579,-0.933,-0.414,1.275,0.227,2.366,0.468,-0.349,-0.438,4.276,"W1","S12","C2"
"235",235,-0.018,-0.369,-0.887,-0.367,-0.491,0.574,0.762,0.528,-0.198,2.548,"W1","S12","C2"
"236",236,-0.343,1.811,0.177,-0.763,-0.409,-0.606,-0.808,-0.612,0.368,1.512,"W1","S29","C2"
"237",237,1.184,1.538,-1.361,2.489,0.031,1.521,-0.187,0.659,0.673,0.863,"W1","S23","C1"
"238",238,1.168,-1.178,-0.296,3.664,-0.246,1.727,0.01,-0.393,-0.111,0.904,"W1","S23","C1"
"239",239,-0.319,1.838,0.887,-0.882,-0.589,-0.556,-1.201,-1.402,0.151,1.523,"W1","S29","C2"
"240",240,0.392,-1.278,-0.651,1.094,0.113,1.706,-0.056,-0.086,0.151,3.688,"W1","S29","C2"
"241",241,0.152,-0.987,-1.124,-0.125,-0.263,0.984,0.337,0.265,0.042,2.925,"W1","S24","C2"
"242",242,-0.525,-0.07,-1.834,0.437,-0.001,-1.117,0.271,0.835,0.412,1.104,"W1","S29","C2"
"243",243,1.223,-1.014,-1.124,1.313,0.293,1.392,0.304,0.265,0.063,0.927,"W1","S40","C1"
"244",244,0.713,-0.606,-1.597,3.06,1.256,2.845,0.37,0.659,0.238,3.749,"W1","S12","C2"
"245",245,0.492,-0.878,0.414,-0.125,-0.295,2.43,0.599,-1.051,-1.026,1.579,"W1","S29","C1"
"246",246,0.344,-0.724,-0.414,-0.677,-0.72,3.244,0.762,-0.174,-0.612,2.883,"W1","S29","C2"
"247",247,0.516,-1.078,0.887,0.094,-0.034,2.392,-0.023,-1.665,-0.939,1.64,"W1","S29","C1"
"248",248,0.689,0.666,-0.178,1.632,1.632,3.223,-0.547,1.449,1.218,3.388,"W1","S29","C2"
"249",249,0.665,-0.042,-0.769,2.689,0.93,2.718,0.664,0.922,0.063,4.001,"W1","S12","C2"
"250",250,0.016,-0.787,-0.059,-0.51,-0.263,0.594,0.73,-0.481,-0.765,2.454,"W1","S12","C2"
"251",251,0.454,1.529,-1.242,1.346,0.178,1.784,-0.219,0.659,0.695,3.703,"W1","S20","C2"
"252",252,1.074,-0.279,-0.887,0.908,-0.458,1.876,0.73,0.659,-0.111,1.224,"W1","S19","C1"
"253",253,1.067,-0.606,-1.124,0.642,-0.507,1.909,0.599,0.44,-0.067,1.244,"W1","S23","C1"
"254",254,0.54,0.593,-1.242,0.632,0.619,3.022,0.01,1.142,0.739,2.735,"W1","S29","C2"
"255",255,0.337,-0.66,-0.414,-0.939,-0.769,3.173,0.828,-0.042,-0.59,2.955,"W1","S30","C2"
"256",256,0.643,-0.433,-0.769,2.798,1.321,3.109,0.828,0.44,-0.307,3.614,"W1","S29","C2"
"257",257,0.627,-0.651,-1.361,2.927,0.554,2.773,0.5,0.528,0.042,4.058,"W1","S12","C2"
"258",258,1.129,-0.706,-0.059,1.86,-0.507,1.701,0.86,-0.393,-0.852,1.234,"W1","S23","C1"
"259",259,0.61,-0.197,-1.124,2.779,0.44,2.769,0.599,0.791,0.063,4.096,"W1","S29","C2"
"260",260,-0.425,-0.978,0.414,0.746,0.031,-0.998,0.37,-1.183,-0.895,0.907,"W1","S29","C2"
"261",261,1.223,-0.26,-0.651,2.455,-0.083,1.592,0.828,0.615,-0.242,1.221,"W1","S23","C1"
"262",262,1.002,-1.196,-1.479,-0.939,-0.834,2.047,0.173,0.528,0.325,1.517,"W1","S20","C1"
"263",263,0.308,1.747,-0.532,-0.763,-0.834,1.34,-0.481,0.045,0.565,3.103,"W1","S29","C2"
"264",264,1.074,-1.341,-1.006,0.351,-0.458,1.8,-0.056,0.221,0.325,1.423,"W1","S19","C1"
"265",265,0.54,0.939,-1.006,0.78,0.244,3.288,-0.416,1.142,1.044,3.41,"W1","S29","C2"
"266",266,1.026,-1.078,-0.769,-1.081,-0.834,1.941,0.239,-0.086,-0.089,1.579,"W1","S29","C1"
"267",267,0.588,0.176,-0.769,2.203,0.57,3.286,0.435,1.186,0.368,3.656,"W1","S29","C2"
"268",268,0.392,-0.115,-1.006,-0.082,-0.507,2.841,0.631,0.879,0.085,2.929,"W1","S30","C2"
"269",269,0.557,0.166,-0.887,0.937,0.08,2.681,0.402,1.142,0.39,4.536,"W1","S12","C1"
"270",270,0.468,0.475,-0.532,0.642,-0.246,3.142,-0.056,1.405,0.826,3.494,"W1","S29","C2"
"271",271,0.588,-0.124,-1.715,1.922,-0.458,2.826,0.337,0.835,0.347,4.398,"W1","S29","C1"
"272",272,0.461,-1.423,-1.597,-1.081,-0.834,2.352,0.075,0.615,0.456,4.137,"W1","S20","C2"
"273",273,0.468,1.193,-1.361,-1.081,-0.834,2.33,-0.252,0.879,0.826,4.112,"W1","S20","C2"
"274",274,0.502,1.193,-1.006,-0.51,-0.605,2.241,-0.448,0.922,0.978,4.008,"W1","S12","C2"
"275",275,0.112,-0.388,-0.414,-0.796,-0.703,0.668,0.959,0.308,-0.525,2.203,"W1","S12","C2"
"276",276,0.085,1.438,-1.715,-0.796,-0.867,0.583,0.042,0.791,0.565,2.107,"W1","S23","C2"
"277",277,0.083,1.529,0.059,-0.353,-0.295,0.063,-1.168,0.045,1.022,1.534,"W1","S30","C2"
"278",278,0.095,1.484,-0.178,-0.215,-0.018,0.043,-1.037,0.265,1.044,1.512,"W1","S30","C2"
"279",279,0.413,0.048,0.296,0.061,-0.475,2.537,0.73,0.966,-0.133,2.75,"W1","S30","C2"
"280",280,0.619,-0.197,-1.597,3.35,-0.246,3.029,0.37,0.835,0.325,4.168,"W1","S29","C2"
"281",281,0.547,-0.76,-0.769,0.456,-0.034,2.601,0.631,0.089,-0.307,4.416,"W1","S29","C2"
"282",282,0.342,-0.933,-0.651,-0.444,-0.638,1.105,0.435,-0.086,-0.263,2.678,"W1","S12","C2"
"283",283,-0.547,-1.014,-0.769,-0.882,-0.801,-0.986,0.337,-0.042,-0.133,0.504,"W1","S20","C2"
"284",284,0.564,-0.769,-1.124,1.284,-0.622,2.761,0.5,0.352,-0.046,4.519,"W1","S29","C1"
"285",285,0.737,-1.069,0.296,1.898,1.517,2.053,0.141,-1.007,-0.612,2.222,"W1","S29","C1"
"286",286,0.191,-0.715,-0.887,-0.796,-0.703,0.926,0.631,0.177,-0.263,2.433,"W1","S23","C2"
"287",287,1.081,1.584,-1.361,-1.081,-0.834,1.727,-0.154,0.659,0.63,1.772,"W1","S20","C1"
"288",288,0.926,1.565,-0.414,2.674,-1.046,1.897,-0.841,0.177,0.87,2.079,"W1","S29","C1"
"289",289,-0.482,1.802,-0.296,-0.796,-0.72,-0.878,-0.514,-0.174,0.434,0.497,"W1","S20","C2"
"290",290,0.509,-0.615,-0.887,-0.882,-0.785,2.398,0.697,0.265,-0.285,4.123,"W1","S12","C2"
"291",291,0.14,-1.287,-0.414,-0.125,-0.507,0.541,-0.154,-0.262,0.129,1.945,"W1","S12","C2"
"292",292,-0.001,-0.633,-0.532,1.375,-0.132,-0.162,0.828,0.045,-0.525,1.169,"W1","S12","C2"
"293",293,0.971,1.556,-0.296,2.96,-1.144,1.864,-0.907,0.133,0.913,2.145,"W1","S29","C1"
"294",294,0.579,1.166,-0.651,2.96,0.766,3.189,-0.776,0.922,1.218,4.143,"W1","S20","C2"
"295",295,0.524,-0.442,-1.361,0.375,-0.034,1.81,0.533,0.659,0.063,3.413,"W1","S12","C2"
"296",296,0.437,-0.724,-0.414,-0.567,-0.491,1.658,0.762,-0.13,-0.59,3.233,"W1","S30","C2"
"297",297,0.14,1.811,-1.124,-0.353,-0.785,0.663,-0.121,0.352,0.477,2.042,"W1","S23","C2"
"298",298,0.107,-0.46,-1.479,-0.082,-0.23,0.131,0.468,0.659,0.151,1.425,"W1","S12","C1"
"299",299,0.792,-1.205,0.059,2.055,1.893,2.01,-0.154,-0.788,-0.22,2.423,"W1","S29","C1"
"300",300,0.447,-0.951,-0.059,-0.225,-0.393,2.22,0.468,-0.7,-0.656,2.677,"W1","S23","C1"
"301",301,0.392,0.948,-0.769,0.408,-0.671,3.013,-0.514,1.142,1.131,3.642,"W1","S29","C2"
"302",302,0.406,0.684,-1.006,0.456,-0.524,3.029,-0.187,1.273,0.935,3.662,"W1","S29","C2"
"303",303,0.547,0.911,-1.242,-0.677,-0.622,2.325,-0.252,1.098,0.913,3.995,"W1","S12","C2"
"304",304,-0.42,1.411,-0.296,-0.444,-0.312,-0.814,-0.972,0.44,1.131,0.375,"W1","S30","C2"
"305",305,0.94,-0.887,0.532,2.393,-1.357,1.842,0.599,-1.183,-1.091,2.326,"W1","S29","C1"
"306",306,0.131,-1.287,-0.769,-0.072,-0.067,0.153,-0.056,0.002,0.194,1.382,"W1","S12","C1"
"307",307,-0.369,-1.341,-0.296,-0.882,-0.524,-0.691,-0.285,-0.305,0.194,0.454,"W1","S30","C2"
"308",308,0.43,0.684,-1.006,0.661,-0.295,3.11,-0.154,1.229,0.913,3.877,"W1","S29","C2"
"309",309,0.603,0.811,-0.887,2.555,0.815,3.205,-0.383,1.229,1.066,4.287,"W1","S29","C2"
"310",310,0.152,-0.569,-1.124,0.685,0.08,0.065,0.599,0.484,-0.067,1.237,"W1","S30","C2"
"311",311,0.571,1.683,-1.242,-0.168,-0.409,2.333,-0.154,0.528,0.586,3.932,"W1","S12","C2"
"312",312,1.019,-0.887,0.177,1.832,-0.834,1.757,0.599,-0.832,-0.852,2.43,"W1","S23","C1"
"313",313,0.267,-1.423,-1.242,-0.444,-0.671,0.955,-0.056,0.396,0.434,2.237,"W1","S30","C2"
"314",314,0.131,-0.869,-1.124,0.642,-0.671,0.094,0.435,0.265,-0.046,1.194,"W1","S30","C2"
"315",315,0.603,-0.715,-0.769,0.513,-0.36,2.721,0.697,0.089,-0.372,4.363,"W1","S12","C1"
"316",316,0.394,-0.142,-0.887,0.237,-0.54,1.326,0.697,0.835,-0.002,2.654,"W1","S12","C2"
"317",317,-0.195,-1.051,0.059,0.266,0.276,-0.331,0.206,-0.832,-0.547,0.663,"W1","S30","C2"
"318",318,1.043,-0.251,-0.532,1.208,-0.671,1.649,0.893,0.615,-0.307,2.511,"W1","S29","C1"
"319",319,0.392,0.539,-0.887,0.194,-0.507,3.019,-0.056,1.317,0.826,4.066,"W1","S16","C1"
"320",320,1.002,-0.769,-1.361,0.908,-0.932,1.616,0.435,0.484,0.063,2.621,"W1","S23","C1"
"321",321,0.492,-1.151,-0.887,-0.939,-0.785,2.086,0.173,0.045,0.042,3.508,"W1","S20","C2"
"322",322,0.437,-0.515,-1.124,-0.939,-0.932,1.936,0.631,0.528,-0.089,3.323,"W1","S19","C2"
"323",323,1.16,-1.423,-0.651,2.051,-0.409,1.415,-0.285,0.045,0.39,2.362,"W1","S23","C1"
"324",324,1.081,-0.942,-1.124,1.241,-0.409,1.474,0.37,0.265,-0.002,2.495,"W1","S29","C1"
"325",325,0.368,0.721,-1.361,-0.072,-0.671,2.975,-0.056,1.098,0.782,4.123,"W1","S16","C1"
"326",326,0.299,1.774,-1.715,0.823,-0.524,0.872,0.108,0.747,0.477,1.947,"W1","S29","C2"
"327",327,0.368,0.884,-1.242,-0.072,-0.785,3,-0.219,1.098,0.891,4.258,"W1","S16","C1"
"328",328,0.121,-1.014,-0.532,-1.081,-0.834,0.4,0.337,-0.218,-0.242,1.315,"W1","S20","C1"
"329",329,1.215,1.629,-0.887,2.217,0.015,1.305,-0.448,0.352,0.695,2.486,"W1","S23","C1"
"330",330,1.05,1.102,-1.361,-0.082,-0.622,1.449,-0.219,0.966,0.826,2.741,"W1","S29","C1"
"331",331,0.485,-0.86,-1.006,-0.168,-0.344,2.093,0.468,0.177,-0.111,3.4,"W1","S29","C2"
"332",332,0.437,0.73,-0.059,0.546,-0.246,3.081,-0.776,1.449,1.371,4.453,"W1","S29","C1"
"333",333,0.72,1.129,-1.479,1.917,0.554,2.887,-0.121,0.922,0.739,4.228,"W1","S12","C2"
"334",334,0.492,1.166,-0.651,-0.072,-0.524,1.953,-0.808,0.922,1.24,3.224,"W1","S29","C2"
"335",335,0.1,-1.051,0.059,1.099,-1.128,0.02,0.239,-0.788,-0.525,0.712,"W1","S12","C2"
"336",336,1.012,0.048,-1.597,-0.225,-0.72,1.447,0.304,0.922,0.39,2.83,"W1","S29","C1"
"337",337,0.878,-0.796,-0.296,0.332,-0.932,1.627,0.697,-0.305,-0.612,2.992,"W1","S29","C1"
"338",338,0.349,-0.96,-0.769,-0.31,-0.834,1.217,0.402,0.002,-0.176,2.265,"W1","S12","C2"
"339",339,1.036,-0.315,-1.242,-0.444,-0.72,1.355,0.566,0.703,0.063,2.795,"W1","S29","C1"
"340",340,0.658,-0.687,-0.887,-0.044,-0.034,1.84,0.664,0.221,-0.263,3.276,"W1","S29","C2"
"341",341,0.509,0.857,-0.887,1.203,0.244,3.131,-0.383,1.186,1.044,4.405,"W1","S29","C2"
"342",342,0.547,-1.178,-1.479,-0.168,-0.622,2.314,0.173,0.484,0.303,3.628,"W1","S12","C2"
"343",343,0.485,-1.06,-0.532,0.456,-0.834,2.146,0.271,-0.262,-0.242,3.416,"W1","S12","C2"
"344",344,0.468,1.738,-0.414,0.132,-0.312,1.55,-0.612,-0.086,0.565,2.649,"W1","S12","C2"
"345",345,0.957,0.285,-1.124,-0.444,-0.556,1.512,0.271,1.142,0.521,3.018,"W1","S29","C1"
"346",346,0.2,-0.061,-0.178,0.07,-0.458,0.18,0.828,0.835,-0.198,0.814,"W1","S30","C1"
"347",347,0.926,0.257,-0.769,-0.882,-0.769,1.441,0.304,1.273,0.499,3.043,"W1","S29","C1"
"348",348,0.243,-0.978,-0.414,0.194,-0.083,0.622,0.402,-0.349,-0.372,1.387,"W1","S29","C2"
"349",349,0.44,-0.415,-1.006,0.347,-0.507,1.457,0.697,0.528,-0.133,2.464,"W1","S12","C2"
"350",350,0.145,-0.424,-1.242,0.923,-0.834,0.118,0.566,0.659,0.063,0.606,"W1","S12","C1"
"351",351,1.239,-0.651,-0.769,1.222,0.178,1.117,0.73,0.177,-0.351,2.734,"W1","S40","C1"
"352",352,1.05,-1.151,-0.059,-0.677,-0.622,1.227,0.01,-0.7,-0.307,2.947,"W1","S29","C1"
"353",353,0.492,-1.087,-1.361,0.946,-0.148,1.653,0.239,0.44,0.216,2.695,"W1","S12","C2"
"354",354,0.603,1.084,-0.887,2.498,0.848,3.154,-0.514,1.01,1.066,4.092,"W1","S29","C2"
"355",355,0.619,1.129,-0.769,2.631,0.962,3.132,-0.612,0.966,1.131,4.079,"W1","S29","C2"
"356",356,0.461,-1.169,-1.361,0.78,-0.36,1.504,0.173,0.484,0.281,2.47,"W1","S12","C2"
"357",357,0.411,1.584,-0.887,0.799,-0.703,1.36,-0.416,0.484,0.739,2.285,"W1","S12","C2"
"358",358,0.564,1.438,-1.361,0.637,-0.507,2.497,-0.219,0.703,0.739,3.69,"W1","S12","C2"
"359",359,0.547,1.202,-0.296,1.632,-0.148,2.087,-1.103,0.835,1.371,3.178,"W1","S12","C2"
"360",360,0.334,-0.96,0.414,0.642,0.244,0.736,0.402,-1.139,-0.895,1.398,"W1","S29","C2"
"361",361,0.155,-0.488,-1.597,-0.082,-0.769,0.325,0.402,0.703,0.216,0.732,"W1","S12","C2"
"362",362,0.452,-0.27,-0.887,0.861,0.913,0.892,0.762,0.659,-0.155,1.571,"W1","S12","C2"
"363",363,0.188,-0.56,-0.651,-0.477,-0.589,0.568,0.828,0.221,-0.416,1.094,"W1","S29","C2"
"364",364,0.95,-0.56,-0.532,0.061,-1.291,1.187,0.86,0.133,-0.503,3.219,"W1","S30","C1"
"365",365,0.545,-0.569,-1.006,1.137,-0.638,1.939,0.631,0.44,-0.133,2.877,"W1","S12","C2"
"366",366,0.682,-1.014,-1.715,2.155,-0.083,2.89,0.239,0.659,0.347,3.617,"W1","S12","C2"
"367",367,0.799,-0.869,0.296,-0.168,-0.981,1.212,0.631,-0.963,-0.982,3.517,"W1","S30","C1"
"368",368,0.706,-1.214,-1.361,-0.082,-1.242,1.334,0.141,0.396,0.281,3.605,"W1","S20","C1"
"369",369,0.557,-0.606,-1.006,0.07,-1.406,1.495,0.631,0.396,-0.133,3.726,"W1","S20","C1"
"370",370,0.363,0.176,-0.178,0.137,-0.034,1.107,0.435,1.229,0.303,1.681,"W1","S30","C2"
"371",371,0.588,-0.824,-1.242,0.094,-0.622,2.306,0.468,0.352,-0.002,3.286,"W1","S29","C2"
"372",372,-0.53,-0.052,-1.242,-0.567,-0.769,-0.842,0.5,0.922,0.216,-1.019,"W1","S23","C2"
"373",373,1.05,-0.406,-1.006,-0.796,-0.785,0.88,0.73,0.528,-0.155,3.323,"W1","S29","C1"
"374",374,0.454,0.784,0.887,0.823,-0.165,2.947,-1.594,1.361,1.785,3.856,"W1","S29","C2"
"375",375,0.619,0.53,-0.651,2.232,0.995,3.144,-0.121,1.405,0.891,3.717,"W1","S29","C2"
"376",376,0.65,0.739,-0.887,2.798,1.207,3.125,-0.285,1.273,1,3.666,"W1","S29","C2"
"377",377,0.449,-0.697,-0.651,0.489,-0.589,1.796,0.697,0.089,-0.372,2.585,"W1","S12","C2"
"378",378,0.227,1.456,-0.769,-0.763,-0.507,0.788,-0.612,0.528,0.935,1.103,"W1","S29","C2"
"379",379,0.076,-1.305,-1.597,0.589,-0.426,0.328,0.108,0.615,0.412,0.178,"W1","S29","C2"
"380",380,0.468,0.866,0.177,0.923,-0.067,2.944,-1.201,1.317,1.61,3.796,"W1","S29","C2"
"381",381,0.258,-0.124,-0.532,-0.677,-0.703,1.054,0.828,0.791,-0.176,1.5,"W1","S30","C2"
"382",382,0.65,-0.942,-1.124,0.147,-1.03,1.381,0.37,0.221,-0.024,3.826,"W1","S29","C1"
"383",383,0.406,-0.142,-1.597,-0.168,-0.785,1.719,0.402,0.835,0.303,4.124,"W1","S29","C1"
"384",384,0.121,0.257,-0.887,-0.272,-0.475,0.504,0.304,1.186,0.499,0.445,"W1","S12","C2"
"385",385,0.057,-0.052,0.177,0.585,1.109,-0.026,0.893,0.791,-0.351,-0.48,"W1","S30","C5"
"386",386,0.023,-0.115,0.059,0.347,0.881,-0.094,0.959,0.659,-0.438,-0.56,"W1","S30","C5"
"387",387,-0.085,-0.36,0.414,0.07,0.685,-0.184,1.22,-0.086,-1.091,-0.666,"W1","S30","C5"
"388",388,-0.188,-0.433,1.124,-0.248,0.064,-0.275,1.319,-0.832,-1.68,-0.77,"W1","S30","C5"
"389",389,0.54,-0.279,-0.887,-0.51,-0.785,2.301,0.73,0.659,-0.111,3.106,"W1","S29","C2"
"390",390,0.061,-0.079,0.296,0.513,0.815,0.042,0.959,0.659,-0.481,-0.409,"W1","S30","C5"
"391",391,-0.008,-0.07,0.177,0.194,0.668,-0.071,0.893,0.747,-0.351,-0.545,"W1","S30","C5"
"392",392,-0.015,-0.079,0.296,0.132,0.619,-0.094,0.959,0.703,-0.46,-0.571,"W1","S30","C5"
"393",393,-0.077,-0.442,-0.059,-0.125,0.456,-0.162,1.089,0.045,-0.808,-0.652,"W1","S30","C5"
"394",394,0.004,-0.188,-0.296,0.237,0.423,-0.026,0.926,0.659,-0.351,-0.495,"W1","S30","C5"
"395",395,-0.025,-0.233,-0.296,0.07,0.391,-0.071,0.959,0.572,-0.416,-0.548,"W1","S30","C5"
"396",396,-0.039,-0.215,-0.059,0.004,0.456,-0.094,1.024,0.528,-0.525,-0.576,"W1","S30","C5"
"397",397,-0.08,-0.36,-0.178,-0.248,0.178,-0.162,1.057,0.265,-0.656,-0.657,"W1","S30","C5"
"398",398,-0.331,-0.524,-0.296,-0.939,-0.801,-0.388,0.991,0.045,-0.699,-0.924,"W1","S30","C5"
"399",399,0.775,-0.306,-0.651,-1.081,-0.834,1.016,0.86,0.528,-0.307,3.766,"W1","S29","C1"
"400",400,0.744,0.094,0.177,-0.629,-0.573,1.16,0.631,1.098,0.02,3.858,"W1","S29","C2"
"401",401,0.358,-0.333,-1.006,-0.31,-0.524,1.683,0.697,0.659,-0.067,2.294,"W1","S12","C2"
"402",402,0.267,-0.451,-1.006,-0.939,-0.834,1.298,0.697,0.528,-0.133,1.723,"W1","S23","C2"
"403",403,0.248,1.765,-1.597,-1.081,-0.834,1.229,0.042,0.659,0.499,1.615,"W1","S23","C2"
"404",404,0.085,0.412,-1.006,-0.444,-0.54,0.54,0.141,1.229,0.652,0.317,"W1","S12","C2"
"405",405,-0.063,-0.27,-0.059,-0.177,0.293,-0.116,1.057,0.396,-0.59,-0.606,"W1","S30","C5"
"406",406,-0.223,-0.424,0.769,-0.677,-0.263,-0.275,1.286,-0.481,-1.375,-0.796,"W1","S30","C5"
"407",407,0.753,0.339,-0.769,-0.939,-0.769,1.054,0.173,1.317,0.63,3.827,"W1","S20","C1"
"408",408,0.72,0.094,-0.059,-0.763,-0.736,1.143,0.599,1.098,0.107,3.884,"W1","S29","C2"
"409",409,0.61,-0.142,-0.414,-0.491,-0.785,1.348,0.86,0.747,-0.242,4.021,"W1","S29","C2"
"410",410,0.485,-0.896,-0.769,-0.125,-0.573,1.526,0.5,-0.042,-0.263,4.152,"W1","S29","C2"
"411",411,0.682,-0.806,-0.532,0.642,-0.132,2.895,0.631,-0.13,-0.46,3.263,"W1","S29","C1"
"412",412,-0.111,-0.242,0.414,-0.477,-0.034,-0.162,1.155,0.265,-0.83,-0.665,"W1","S30","C5"
"413",413,-0.154,-0.26,0.769,-0.629,-0.328,-0.207,1.253,-0.042,-1.179,-0.717,"W1","S30","C5"
"414",414,-0.211,-0.342,1.005,-0.763,-0.458,-0.252,1.319,-0.393,-1.418,-0.771,"W1","S30","C5"
"415",415,0.737,-0.506,-1.479,-1.081,-0.834,1.023,0.435,0.659,0.194,3.845,"W1","S20","C1"
"416",416,0.72,-0.161,-0.414,-0.939,-0.883,1.066,0.893,0.703,-0.263,3.872,"W1","S20","C1"
"417",417,0.744,1.683,-1.361,1.275,0.293,3.008,-0.121,0.572,0.565,3.298,"W1","S12","C1"
"418",418,0.468,-0.978,-0.296,-1.081,-0.834,2.232,0.402,-0.481,-0.46,2.933,"W1","S23","C1"
"419",419,-0.109,-0.306,0.177,-0.491,-0.181,-0.139,1.122,0.221,-0.786,-0.649,"W1","S30","C5"
"420",420,-0.176,-0.251,0.887,-0.763,-0.475,-0.207,1.253,-0.086,-1.222,-0.726,"W1","S30","C5"
"421",421,-0.307,-0.687,-0.296,-1.081,-0.834,-0.32,0.828,-0.218,-0.699,-0.855,"W1","S30","C5"
"422",422,0.744,-1.014,-0.414,-0.939,-0.785,1.005,0.337,-0.349,-0.329,3.87,"W1","S29","C1"
"423",423,0.54,-0.188,-0.178,-0.491,-0.72,1.38,0.991,0.572,-0.46,4.116,"W1","S29","C2"
"424",424,0.761,-1.232,-1.479,1.384,0.407,3.038,0.141,0.528,0.347,3.286,"W1","S12","C1"
"425",425,-0.073,-0.26,-0.059,-0.367,-0.099,-0.07,1.024,0.44,-0.569,-0.579,"W1","S30","C5"
"426",426,-0.267,-0.642,-0.178,-1.081,-0.834,-0.274,0.926,-0.262,-0.808,-0.812,"W1","S30","C5"
"427",427,-0.118,-0.379,0.296,-0.763,-0.409,-0.137,1.188,-0.042,-0.982,-0.666,"W1","S30","C5"
"428",428,-0.183,-0.442,0.65,-0.882,-0.687,-0.182,1.253,-0.481,-1.375,-0.718,"W1","S30","C5"
"429",429,-0.228,-0.778,-0.651,-1.081,-0.834,-0.227,0.664,-0.042,-0.438,-0.77,"W1","S30","C5"
"430",430,-0.204,-0.969,-0.532,-1.081,-0.834,-0.203,0.402,-0.218,-0.285,-0.752,"W1","S30","C5"
"431",431,0.72,-0.697,-1.006,0.632,0.129,2.961,0.599,0.265,-0.176,3.152,"W1","S29","C1"
"432",432,0.26,-0.288,-1.006,0.194,-0.72,1.188,0.664,0.703,-0.024,1.384,"W1","S12","C2"
"433",433,0.251,0.057,-0.887,0.275,-0.752,1.156,0.533,1.054,0.238,1.33,"W1","S12","C2"
"434",434,0.713,-0.915,-0.651,-0.629,-0.36,1.108,0.468,-0.042,-0.263,4.076,"W1","S29","C1"
"435",435,0.296,1.765,-1.242,-0.125,-0.654,1.317,-0.088,0.484,0.521,1.574,"W1","S12","C2"
"436",436,-0.166,-1.214,-0.532,-1.081,-0.834,-0.153,0.01,-0.218,0.02,-0.71,"W1","S29","C5"
"437",437,-0.176,-1.341,-0.296,-0.939,-0.801,-0.176,-0.285,-0.305,0.194,-0.737,"W1","S29","C5"
"438",438,-0.171,-1.341,-0.178,-0.882,-0.72,-0.221,-0.35,-0.437,0.151,-0.791,"W1","S29","C5"
"439",439,0.215,-0.333,-0.887,-0.177,-0.458,1.012,0.762,0.615,-0.155,1.001,"W1","S12","C2"
"440",440,0.102,-0.642,-1.124,0.004,-0.769,0.866,0.566,0.44,-0.067,0.701,"W1","S12","C2"
"441",441,0.847,-0.751,-0.651,-0.125,-0.034,0.872,0.664,0.002,-0.416,4.008,"W1","S29","C1"
"442",442,0.588,-1.369,-0.296,-0.125,-0.622,2.606,-0.35,-0.262,0.238,2.872,"W1","S29","C2"
"443",443,-0.113,-0.606,-1.834,-1.081,-0.834,0.01,0.271,0.747,0.347,-0.527,"W1","S20","C2"
"444",444,0.579,1.138,-1.006,0.194,-0.312,2.498,-0.481,0.966,1.022,2.792,"W1","S29","C1"
"445",445,0.61,-1.142,-1.242,-0.225,-0.622,2.647,0.206,0.396,0.216,2.83,"W1","S29","C2"
"446",446,0.406,-0.36,-1.242,-0.367,-0.834,1.652,0.599,0.659,0.02,4.398,"W1","S20","C2"
"447",447,0.468,0.92,-0.296,0.708,-0.099,2.884,-0.874,1.229,1.392,3.294,"W1","S29","C2"
"448",448,0.729,1.029,-1.834,0.775,0.195,3.04,0.075,0.879,0.565,3.017,"W1","S12","C2"
"449",449,0.547,-0.742,-1.361,0.323,-0.018,2.364,0.468,0.484,0.042,2.676,"W1","S29","C1"
"450",450,0.397,-0.687,-1.006,-1.081,-0.834,1.986,0.599,0.308,-0.155,2.499,"W1","S23","C2"
"451",451,0.016,-1.151,-1.479,-0.367,-0.801,0.647,0.173,0.528,0.303,0.235,"W1","S12","C2"
"452",452,-0.077,-0.015,-1.479,-1.081,-0.834,0.244,0.37,0.922,0.325,-0.256,"W1","S20","C2"
"453",453,0.428,1.438,-1.834,-0.367,-0.458,1.872,0.075,0.791,0.543,2.308,"W1","S29","C2"
"454",454,0.05,-0.56,-1.597,0.147,-0.72,0.829,0.37,0.703,0.259,0.454,"W1","S12","C2"
"455",455,-0.223,-0.724,0.769,0.266,-1.21,-0.297,0.959,-1.27,-1.505,-0.903,"W1","S30","C2"
