"Elevation","Aspect","Slope","Horizontal_Distance_To_Hydrology","Vertical_Distance_To_Hydrology","Horizontal_Distance_To_Roadways","Hillshade_9am","Hillshade_Noon","Hillshade_3pm","Horizontal_Distance_To_Fire_Points","Area_Of_Wilderness","Soil_Type","Cover_Type"
0.543,0.581,0.182,0.259,0.27,0.826,0.831,0.988,0.681,0.746,"W1","S29","C2"
0.568,0.397,0.03,0.452,0.253,0.767,0.878,0.937,0.594,0.885,"W1","S29","C1"
0.542,0,0.045,0,0.224,0.679,0.846,0.917,0.614,0.845,"W1","S20","C2"
0.543,0.8,0.076,0,0.224,0.675,0.807,0.941,0.681,0.841,"W1","S20","C2"
0.55,0.8,0.121,0.086,0.242,0.658,0.783,0.945,0.709,0.825,"W1","S12","C2"
0.469,0.317,0.197,0.043,0.234,0.365,0.953,0.89,0.437,0.548,"W1","S12","C2"
0.463,0.875,0.03,0.043,0.221,0.349,0.843,0.933,0.634,0.534,"W1","S23","C2"
0.463,0.903,0.258,0.11,0.266,0.253,0.697,0.866,0.717,0.446,"W1","S30","C2"
0.465,0.889,0.227,0.13,0.288,0.249,0.713,0.886,0.72,0.442,"W1","S30","C2"
0.532,0.45,0.288,0.172,0.252,0.713,0.925,0.949,0.508,0.632,"W1","S30","C2"
0.575,0.375,0.045,0.666,0.27,0.805,0.882,0.937,0.591,0.85,"W1","S29","C2"
0.56,0.203,0.152,0.231,0.287,0.725,0.913,0.87,0.476,0.888,"W1","S29","C2"
0.517,0.15,0.167,0.096,0.239,0.447,0.89,0.854,0.484,0.621,"W1","S12","C2"
0.331,0.125,0.152,0.03,0.226,0.057,0.878,0.858,0.508,0.288,"W1","S20","C2"
0.563,0.2,0.106,0.356,0.24,0.755,0.898,0.894,0.524,0.904,"W1","S29","C1"
0.599,0.108,0.288,0.448,0.41,0.623,0.854,0.772,0.421,0.551,"W1","S29","C1"
0.485,0.217,0.136,0.043,0.234,0.413,0.913,0.878,0.484,0.584,"W1","S23","C2"
0.671,0.919,0.076,0,0.224,0.562,0.819,0.921,0.646,0.482,"W1","S20","C1"
0.639,0.914,0.197,0.565,0.207,0.594,0.736,0.878,0.689,0.529,"W1","S29","C1"
0.345,0.986,0.212,0.043,0.233,0.077,0.776,0.846,0.61,0.287,"W1","S20","C2"
0.552,0.247,0.136,0.03,0.227,0.687,0.921,0.886,0.48,0.843,"W1","S12","C2"
0.475,0.042,0.197,0.144,0.249,0.342,0.819,0.839,0.555,0.509,"W1","S12","C2"
0.445,0.242,0.182,0.369,0.279,0.211,0.937,0.866,0.437,0.39,"W1","S12","C2"
0.648,0.911,0.212,0.608,0.199,0.588,0.728,0.874,0.697,0.54,"W1","S29","C1"
0.566,0.792,0.167,0.608,0.35,0.834,0.744,0.945,0.752,0.846,"W1","S20","C2"
0.555,0.3,0.076,0.219,0.287,0.578,0.902,0.921,0.543,0.734,"W1","S12","C2"
0.537,0.214,0.197,0.077,0.251,0.55,0.929,0.85,0.425,0.706,"W1","S30","C2"
0.475,0.989,0.106,0.11,0.227,0.364,0.823,0.894,0.618,0.524,"W1","S23","C2"
0.468,0.294,0.061,0.15,0.271,0.265,0.894,0.921,0.559,0.429,"W1","S12","C1"
0.611,0.067,0.258,0.472,0.439,0.615,0.819,0.791,0.492,0.582,"W1","S29","C1"
0.539,0.144,0.242,0.129,0.258,0.654,0.894,0.799,0.413,0.621,"W1","S23","C1"
0.527,0.725,0.152,0.224,0.236,0.802,0.776,0.965,0.736,0.769,"W1","S29","C2"
0.53,0.644,0.121,0.231,0.248,0.805,0.815,0.976,0.701,0.772,"W1","S29","C2"
0.56,0.714,0.091,0.061,0.24,0.674,0.807,0.961,0.697,0.823,"W1","S12","C2"
0.358,0.867,0.212,0.096,0.265,0.089,0.72,0.902,0.736,0.268,"W1","S30","C2"
0.642,0.164,0.318,0.523,0.182,0.584,0.909,0.756,0.335,0.567,"W1","S29","C1"
0.473,0.042,0.152,0.152,0.284,0.269,0.831,0.862,0.567,0.423,"W1","S12","C1"
0.368,0.025,0.212,0.03,0.248,0.112,0.803,0.835,0.567,0.28,"W1","S30","C2"
0.535,0.644,0.121,0.262,0.266,0.82,0.819,0.972,0.697,0.805,"W1","S29","C2"
0.571,0.683,0.136,0.547,0.354,0.838,0.791,0.972,0.724,0.868,"W1","S29","C2"
0.477,0.261,0.106,0.266,0.296,0.253,0.909,0.906,0.52,0.4,"W1","S30","C2"
0.565,0.95,0.091,0.137,0.257,0.675,0.819,0.909,0.638,0.814,"W1","S12","C2"
0.658,0.164,0.273,0.438,0.224,0.568,0.909,0.787,0.378,0.583,"W1","S23","C1"
0.501,0,0.091,0.096,0.236,0.419,0.831,0.898,0.61,0.554,"W1","S30","C2"
0.473,0.169,0.106,0.259,0.236,0.258,0.89,0.886,0.524,0.394,"W1","S30","C2"
0.571,0.217,0.152,0.24,0.261,0.748,0.921,0.87,0.465,0.88,"W1","S12","C1"
0.528,0.392,0.136,0.198,0.247,0.488,0.921,0.937,0.531,0.618,"W1","S12","C2"
0.405,0.114,0.258,0.203,0.311,0.179,0.862,0.787,0.433,0.312,"W1","S30","C2"
0.663,0.358,0.182,0.344,0.236,0.548,0.945,0.917,0.476,0.596,"W1","S29","C1"
0.527,0.6,0.136,0.192,0.249,0.803,0.831,0.98,0.681,0.834,"W1","S16","C1"
0.655,0.2,0.076,0.299,0.216,0.542,0.89,0.906,0.543,0.613,"W1","S23","C1"
0.548,0.083,0.136,0.021,0.227,0.629,0.858,0.866,0.539,0.749,"W1","S20","C2"
0.537,0.278,0.106,0.021,0.216,0.601,0.913,0.909,0.516,0.72,"W1","S19","C2"
0.688,0,0.167,0.471,0.257,0.504,0.803,0.866,0.602,0.573,"W1","S23","C1"
0.671,0.147,0.106,0.349,0.257,0.515,0.882,0.886,0.531,0.593,"W1","S29","C1"
0.522,0.656,0.076,0.152,0.236,0.795,0.831,0.961,0.673,0.843,"W1","S16","C1"
0.508,0.978,0.03,0.286,0.248,0.403,0.85,0.929,0.618,0.509,"W1","S29","C2"
0.522,0.706,0.091,0.152,0.227,0.799,0.811,0.961,0.693,0.864,"W1","S16","C1"
0.471,0.125,0.182,0,0.224,0.315,0.878,0.843,0.488,0.412,"W1","S20","C1"
0.699,0.933,0.136,0.496,0.291,0.484,0.783,0.894,0.657,0.592,"W1","S23","C1"
0.665,0.772,0.076,0.15,0.24,0.511,0.811,0.949,0.681,0.631,"W1","S29","C1"
0.547,0.172,0.121,0.137,0.262,0.63,0.894,0.878,0.512,0.732,"W1","S29","C2"
0.537,0.658,0.242,0.245,0.27,0.815,0.744,0.992,0.78,0.893,"W1","S29","C1"
0.596,0.781,0.061,0.451,0.333,0.778,0.823,0.945,0.665,0.859,"W1","S12","C2"
0.548,0.792,0.167,0.152,0.248,0.604,0.74,0.945,0.756,0.705,"W1","S29","C2"
0.466,0.114,0.258,0.328,0.2,0.244,0.866,0.791,0.437,0.32,"W1","S12","C2"
0.657,0.45,0.045,0.129,0.233,0.51,0.874,0.945,0.602,0.645,"W1","S29","C1"
0.629,0.192,0.212,0.213,0.216,0.544,0.921,0.835,0.421,0.669,"W1","S29","C1"
0.518,0.142,0.152,0.116,0.224,0.467,0.886,0.862,0.5,0.558,"W1","S12","C2"
0.662,0.339,0.091,0.096,0.233,0.493,0.906,0.925,0.543,0.639,"W1","S29","C1"
0.583,0.225,0.136,0.156,0.287,0.583,0.917,0.882,0.484,0.713,"W1","S29","C2"
0.552,0.697,0.136,0.344,0.309,0.824,0.791,0.969,0.72,0.886,"W1","S29","C2"
0.56,0.075,0.061,0.137,0.24,0.672,0.858,0.906,0.587,0.767,"W1","S12","C2"
0.547,0.111,0.182,0.231,0.224,0.64,0.87,0.839,0.488,0.734,"W1","S12","C2"
0.543,0.967,0.197,0.183,0.265,0.529,0.764,0.854,0.634,0.617,"W1","S12","C2"
0.645,0.522,0.106,0.096,0.245,0.522,0.87,0.965,0.626,0.673,"W1","S29","C1"
0.487,0.417,0.227,0.173,0.253,0.274,0.937,0.937,0.496,0.336,"W1","S30","C1"
0.639,0.514,0.152,0.03,0.229,0.509,0.874,0.976,0.622,0.677,"W1","S29","C1"
0.496,0.136,0.197,0.192,0.283,0.357,0.886,0.831,0.465,0.423,"W1","S29","C2"
0.537,0.308,0.121,0.215,0.249,0.512,0.921,0.909,0.508,0.588,"W1","S12","C2"
0.476,0.306,0.091,0.301,0.224,0.263,0.906,0.921,0.543,0.304,"W1","S12","C1"
0.704,0.236,0.152,0.346,0.304,0.449,0.925,0.878,0.469,0.63,"W1","S40","C1"
0.665,0.083,0.242,0.061,0.24,0.469,0.839,0.799,0.476,0.663,"W1","S29","C1"
0.548,0.103,0.076,0.305,0.278,0.549,0.866,0.902,0.571,0.624,"W1","S12","C2"
0.571,0.767,0.136,0.538,0.357,0.828,0.776,0.953,0.724,0.838,"W1","S29","C2"
0.575,0.781,0.152,0.558,0.366,0.824,0.764,0.949,0.736,0.836,"W1","S29","C2"
0.542,0.078,0.076,0.28,0.261,0.521,0.858,0.906,0.583,0.589,"W1","S12","C2"
0.531,0.919,0.136,0.283,0.234,0.494,0.787,0.906,0.665,0.561,"W1","S12","C2"
0.563,0.875,0.076,0.258,0.249,0.706,0.811,0.925,0.665,0.777,"W1","S12","C2"
0.56,0.803,0.212,0.408,0.278,0.629,0.705,0.937,0.78,0.698,"W1","S12","C2"
0.515,0.142,0.303,0.259,0.309,0.378,0.886,0.76,0.37,0.425,"W1","S29","C2"
0.478,0.286,0.045,0.15,0.229,0.301,0.886,0.925,0.571,0.323,"W1","S12","C2"
0.54,0.353,0.136,0.292,0.362,0.407,0.929,0.921,0.504,0.452,"W1","S12","C2"
0.485,0.264,0.167,0.091,0.243,0.347,0.937,0.882,0.457,0.378,"W1","S29","C2"
0.644,0.264,0.182,0.172,0.187,0.462,0.941,0.874,0.441,0.704,"W1","S30","C1"
0.559,0.261,0.121,0.334,0.239,0.602,0.913,0.902,0.508,0.652,"W1","S12","C2"
0.588,0.125,0.03,0.487,0.283,0.779,0.866,0.921,0.594,0.765,"W1","S12","C2"
0.612,0.169,0.288,0.137,0.212,0.466,0.913,0.776,0.354,0.75,"W1","S30","C1"
0.593,0.064,0.076,0.15,0.191,0.489,0.854,0.898,0.583,0.763,"W1","S20","C1"
0.562,0.25,0.121,0.173,0.178,0.519,0.913,0.898,0.508,0.782,"W1","S20","C1"
0.521,0.489,0.227,0.183,0.287,0.447,0.89,0.972,0.587,0.468,"W1","S30","C2"
0.568,0.183,0.091,0.177,0.24,0.67,0.894,0.894,0.531,0.715,"W1","S29","C2"
0.335,0.419,0.091,0.077,0.229,0.084,0.898,0.945,0.571,0.054,"W1","S23","C2"
0.665,0.311,0.121,0.043,0.227,0.405,0.925,0.909,0.504,0.72,"W1","S29","C1"
0.54,0.675,0.364,0.286,0.276,0.79,0.646,0.984,0.854,0.802,"W1","S29","C2"
0.575,0.597,0.167,0.498,0.368,0.826,0.823,0.988,0.693,0.781,"W1","S29","C2"
0.581,0.661,0.136,0.583,0.385,0.823,0.803,0.976,0.713,0.773,"W1","S29","C2"
0.539,0.222,0.167,0.236,0.243,0.575,0.921,0.87,0.465,0.607,"W1","S12","C2"
0.493,0.881,0.152,0.048,0.249,0.388,0.764,0.909,0.701,0.38,"W1","S29","C2"
0.461,0.036,0.045,0.251,0.256,0.302,0.85,0.917,0.606,0.238,"W1","S29","C2"
0.543,0.7,0.273,0.301,0.284,0.789,0.693,0.98,0.823,0.793,"W1","S29","C2"
0.499,0.397,0.182,0.061,0.234,0.437,0.937,0.933,0.5,0.441,"W1","S30","C2"
0.581,0.147,0.106,0.185,0.208,0.498,0.882,0.882,0.528,0.797,"W1","S29","C1"
0.53,0.392,0.045,0.137,0.227,0.561,0.886,0.937,0.587,0.843,"W1","S29","C1"
0.471,0.514,0.136,0.122,0.252,0.335,0.874,0.969,0.622,0.279,"W1","S12","C2"
0.457,0.419,0.273,0.251,0.377,0.236,0.945,0.933,0.469,0.137,"W1","S30","C5"
0.45,0.4,0.258,0.215,0.359,0.223,0.953,0.921,0.453,0.125,"W1","S30","C5"
0.428,0.325,0.303,0.173,0.344,0.207,0.984,0.854,0.335,0.109,"W1","S30","C5"
0.406,0.303,0.394,0.125,0.295,0.19,0.996,0.787,0.228,0.093,"W1","S30","C5"
0.558,0.35,0.136,0.086,0.227,0.669,0.925,0.921,0.512,0.687,"W1","S29","C2"
0.458,0.411,0.288,0.24,0.354,0.249,0.953,0.921,0.445,0.148,"W1","S30","C5"
0.444,0.414,0.273,0.192,0.342,0.228,0.945,0.929,0.469,0.127,"W1","S30","C5"
0.442,0.411,0.288,0.183,0.339,0.223,0.953,0.925,0.449,0.123,"W1","S30","C5"
0.429,0.3,0.242,0.144,0.326,0.211,0.969,0.866,0.386,0.111,"W1","S30","C5"
0.446,0.378,0.212,0.198,0.323,0.236,0.949,0.921,0.469,0.135,"W1","S30","C5"
0.44,0.364,0.212,0.173,0.32,0.228,0.953,0.913,0.457,0.127,"W1","S30","C5"
0.437,0.369,0.242,0.163,0.326,0.223,0.961,0.909,0.437,0.122,"W1","S30","C5"
0.429,0.325,0.227,0.125,0.304,0.211,0.965,0.886,0.413,0.11,"W1","S30","C5"
0.376,0.275,0.212,0.021,0.226,0.169,0.957,0.866,0.406,0.069,"W1","S30","C5"
0.607,0.342,0.167,0,0.224,0.43,0.941,0.909,0.476,0.788,"W1","S29","C1"
0.601,0.464,0.273,0.068,0.244,0.457,0.913,0.961,0.535,0.802,"W1","S29","C2"
0.52,0.333,0.121,0.116,0.248,0.554,0.921,0.921,0.52,0.562,"W1","S12","C2"
0.501,0.297,0.121,0.021,0.224,0.483,0.921,0.909,0.508,0.475,"W1","S23","C2"
0.497,0.975,0.045,0,0.224,0.47,0.843,0.921,0.622,0.458,"W1","S23","C2"
0.463,0.561,0.121,0.096,0.247,0.341,0.854,0.972,0.65,0.259,"W1","S12","C2"
0.432,0.353,0.242,0.136,0.313,0.219,0.965,0.898,0.425,0.118,"W1","S30","C5"
0.399,0.306,0.348,0.061,0.269,0.19,0.992,0.819,0.283,0.089,"W1","S30","C5"
0.603,0.539,0.152,0.021,0.229,0.437,0.858,0.98,0.646,0.798,"W1","S20","C1"
0.596,0.464,0.242,0.048,0.231,0.454,0.909,0.961,0.551,0.806,"W1","S29","C2"
0.573,0.392,0.197,0.089,0.227,0.492,0.941,0.929,0.488,0.827,"W1","S29","C2"
0.547,0.161,0.152,0.144,0.244,0.525,0.898,0.858,0.484,0.847,"W1","S29","C2"
0.588,0.189,0.182,0.259,0.279,0.78,0.913,0.85,0.449,0.711,"W1","S29","C1"
0.422,0.361,0.303,0.091,0.287,0.211,0.976,0.886,0.382,0.109,"W1","S30","C5"
0.413,0.356,0.348,0.068,0.264,0.202,0.988,0.858,0.319,0.101,"W1","S30","C5"
0.401,0.331,0.379,0.048,0.253,0.194,0.996,0.827,0.276,0.092,"W1","S30","C5"
0.599,0.281,0.061,0,0.224,0.431,0.89,0.921,0.567,0.8,"W1","S20","C1"
0.596,0.386,0.197,0.021,0.22,0.439,0.945,0.925,0.484,0.804,"W1","S20","C1"
0.601,0.95,0.076,0.354,0.313,0.801,0.823,0.913,0.634,0.716,"W1","S12","C1"
0.543,0.136,0.212,0,0.224,0.656,0.886,0.819,0.449,0.66,"W1","S23","C1"
0.423,0.342,0.273,0.089,0.275,0.215,0.972,0.882,0.39,0.111,"W1","S30","C5"
0.409,0.358,0.364,0.048,0.252,0.202,0.988,0.854,0.311,0.099,"W1","S30","C5"
0.381,0.225,0.212,0,0.224,0.181,0.937,0.843,0.406,0.08,"W1","S30","C5"
0.601,0.125,0.197,0.021,0.227,0.428,0.878,0.831,0.472,0.804,"W1","S29","C1"
0.558,0.378,0.227,0.089,0.233,0.498,0.957,0.913,0.449,0.842,"W1","S29","C2"
0.604,0.058,0.061,0.371,0.322,0.806,0.854,0.909,0.594,0.714,"W1","S12","C1"
0.43,0.356,0.242,0.107,0.282,0.228,0.961,0.902,0.429,0.122,"W1","S30","C5"
0.39,0.239,0.227,0,0.224,0.19,0.949,0.839,0.386,0.086,"W1","S30","C5"
0.421,0.319,0.288,0.048,0.257,0.215,0.98,0.858,0.354,0.109,"W1","S30","C5"
0.407,0.3,0.333,0.03,0.235,0.207,0.988,0.819,0.283,0.101,"W1","S30","C5"
0.398,0.197,0.167,0,0.224,0.199,0.917,0.858,0.453,0.093,"W1","S30","C5"
0.403,0.139,0.182,0,0.224,0.203,0.886,0.843,0.48,0.095,"W1","S30","C5"
0.596,0.222,0.121,0.258,0.3,0.792,0.909,0.886,0.5,0.694,"W1","S29","C1"
0.5,0.347,0.121,0.192,0.233,0.462,0.917,0.925,0.528,0.423,"W1","S12","C2"
0.498,0.453,0.136,0.204,0.23,0.456,0.902,0.957,0.575,0.415,"W1","S12","C2"
0.594,0.156,0.167,0.068,0.261,0.447,0.894,0.858,0.484,0.836,"W1","S29","C1"
0.507,0.975,0.091,0.144,0.238,0.486,0.827,0.906,0.626,0.452,"W1","S12","C2"
0.411,0.064,0.182,0,0.224,0.212,0.839,0.843,0.535,0.102,"W1","S29","C5"
0.409,0.025,0.212,0.021,0.226,0.208,0.803,0.835,0.567,0.098,"W1","S29","C5"
0.41,0.025,0.227,0.03,0.233,0.2,0.795,0.823,0.559,0.089,"W1","S29","C5"
0.49,0.333,0.136,0.136,0.253,0.429,0.929,0.917,0.504,0.364,"W1","S12","C2"
0.467,0.239,0.106,0.163,0.229,0.402,0.906,0.902,0.52,0.318,"W1","S12","C2"
0.622,0.206,0.167,0.144,0.287,0.403,0.917,0.862,0.457,0.825,"W1","S29","C1"
0.568,0.017,0.212,0.144,0.24,0.726,0.795,0.839,0.575,0.651,"W1","S29","C2"
0.422,0.25,0.015,0,0.224,0.243,0.87,0.929,0.594,0.13,"W1","S20","C2"
0.566,0.783,0.121,0.192,0.265,0.706,0.78,0.949,0.717,0.639,"W1","S29","C1"
0.573,0.086,0.091,0.129,0.24,0.734,0.862,0.898,0.571,0.645,"W1","S29","C2"
0.53,0.325,0.091,0.107,0.224,0.548,0.909,0.921,0.535,0.885,"W1","S20","C2"
0.543,0.717,0.212,0.269,0.282,0.778,0.732,0.972,0.783,0.716,"W1","S29","C2"
0.598,0.75,0.015,0.279,0.305,0.807,0.846,0.941,0.634,0.673,"W1","S12","C2"
0.56,0.208,0.076,0.211,0.288,0.681,0.894,0.906,0.539,0.621,"W1","S29","C1"
0.528,0.225,0.121,0,0.224,0.611,0.909,0.89,0.504,0.594,"W1","S23","C2"
0.449,0.083,0.061,0.107,0.226,0.361,0.858,0.909,0.587,0.247,"W1","S12","C2"
0.429,0.431,0.061,0,0.224,0.286,0.882,0.945,0.591,0.171,"W1","S20","C2"
0.535,0.875,0.015,0.107,0.253,0.589,0.846,0.933,0.63,0.565,"W1","S29","C2"
0.456,0.264,0.045,0.185,0.233,0.395,0.882,0.925,0.579,0.28,"W1","S12","C2"
0.399,0.214,0.348,0.203,0.194,0.185,0.953,0.748,0.26,0.072,"W1","S30","C2"
0.446,0.344,0.076,0.107,0.235,0.333,0.902,0.929,0.551,0.218,"W1","S12","C2"
0.524,0.125,0.106,0.251,0.24,0.568,0.874,0.886,0.543,0.527,"W1","S29","C2"
0.461,0.181,0.197,0.03,0.231,0.444,0.913,0.843,0.441,0.344,"W1","S20","C2"
0.428,0.564,0.076,0.089,0.222,0.27,0.854,0.965,0.646,0.156,"W1","S12","C2"
0.555,0.939,0.167,0.155,0.253,0.481,0.772,0.886,0.657,0.907,"W1","S20","C1"
0.44,0.361,0.121,0.096,0.257,0.303,0.921,0.929,0.524,0.19,"W1","S12","C2"
0.532,0.358,0.045,0.156,0.247,0.602,0.886,0.933,0.579,0.561,"W1","S29","C2"
0.467,0.281,0.091,0.077,0.261,0.447,0.906,0.913,0.531,0.34,"W1","S12","C2"
0.603,0.25,0.121,0.266,0.253,0.397,0.913,0.898,0.508,0.886,"W1","S29","C1"
0.591,0.675,0.212,0.367,0.288,0.831,0.756,0.984,0.768,0.646,"W1","S29","C2"
0.515,0.089,0.121,0.336,0.317,0.52,0.862,0.882,0.555,0.441,"W1","S12","C2"
0.611,0.5,0.015,0.177,0.274,0.381,0.862,0.941,0.618,0.885,"W1","S29","C1"
0.377,0.367,0.409,0.122,0.295,0.177,0.988,0.846,0.287,0.078,"W1","S30","C2"
0.56,0.375,0.061,0.077,0.24,0.456,0.89,0.937,0.575,0.917,"W1","S29","C1"
0.547,0.981,0.182,0,0.224,0.692,0.787,0.862,0.618,0.572,"W1","S20","C1"
0.457,0.225,0.212,0.077,0.255,0.424,0.937,0.846,0.417,0.326,"W1","S12","C2"
0.599,0.25,0.121,0.279,0.244,0.391,0.913,0.898,0.508,0.899,"W1","S29","C1"
0.603,0.125,0.242,0.163,0.301,0.79,0.878,0.799,0.433,0.608,"W1","S29","C2"
0.442,0.483,0.136,0.192,0.253,0.345,0.89,0.965,0.598,0.24,"W1","S12","C2"
0.409,0.464,0.242,0.061,0.235,0.236,0.909,0.961,0.551,0.133,"W1","S12","C2"
0.354,0.389,0.273,0.043,0.235,0.156,0.961,0.913,0.433,0.069,"W1","S30","C2"
0.44,0.394,0.091,0.163,0.249,0.346,0.902,0.941,0.563,0.246,"W1","S12","C2"
0.571,0.742,0.212,0.459,0.354,0.808,0.717,0.965,0.791,0.637,"W1","S29","C2"
0.578,0.014,0.47,0.068,0.293,0.696,0.65,0.646,0.484,0.554,"W1","S29","C1"
0.363,0.953,0.197,0.107,0.274,0.114,0.756,0.862,0.65,0.067,"W1","S29","C2"
0.522,0.289,0.091,0.399,0.339,0.512,0.906,0.917,0.535,0.433,"W1","S12","C2"
0.594,0.431,0.136,0.304,0.333,0.388,0.909,0.949,0.559,0.929,"W1","S29","C1"
0.525,0.589,0.091,0.152,0.288,0.575,0.846,0.969,0.661,0.5,"W1","S30","C2"
0.526,0.55,0.076,0.168,0.289,0.571,0.858,0.961,0.634,0.496,"W1","S30","C2"
0.576,0.3,0.152,0.152,0.27,0.409,0.933,0.902,0.48,0.925,"W1","S29","C1"
0.57,0.189,0.121,0.089,0.253,0.42,0.898,0.886,0.512,0.914,"W1","S29","C1"
0.576,0.731,0.182,0.482,0.367,0.808,0.744,0.969,0.772,0.611,"W1","S29","C2"
0.575,0.067,0.182,0.221,0.27,0.752,0.839,0.843,0.531,0.551,"W1","S20","C1"
0.573,0.05,0.152,0.137,0.261,0.735,0.835,0.862,0.563,0.544,"W1","S29","C1"
0.586,0.225,0.091,0.367,0.258,0.779,0.898,0.906,0.535,0.558,"W1","S29","C1"
0.54,0.8,0.076,0.271,0.274,0.765,0.815,0.941,0.673,0.628,"W1","S29","C2"
0.545,0.769,0.182,0.313,0.287,0.774,0.732,0.953,0.768,0.623,"W1","S29","C2"
0.585,0.897,0.136,0.173,0.292,0.714,0.772,0.906,0.685,0.526,"W1","S29","C1"
0.521,0.875,0.015,0.064,0.224,0.724,0.85,0.933,0.626,0.651,"W1","S16","C2"
0.537,0.267,0.106,0.177,0.245,0.543,0.913,0.902,0.508,0.779,"W1","S29","C2"
0.525,0.2,0.076,0.232,0.23,0.64,0.89,0.906,0.543,0.698,"W1","S19","C2"
0.525,0,0.045,0.251,0.23,0.644,0.846,0.917,0.614,0.695,"W1","S19","C2"
0.521,0.5,0.045,0.215,0.221,0.664,0.866,0.949,0.614,0.68,"W1","S8","C2"
0.504,0.397,0.182,0.313,0.371,0.473,0.933,0.933,0.508,0.413,"W1","S12","C2"
0.594,0.989,0.152,0.442,0.32,0.796,0.803,0.874,0.614,0.531,"W1","S29","C1"
0.379,0.042,0.212,0.021,0.224,0.232,0.815,0.831,0.547,0.193,"W1","S29","C2"
0.57,0.944,0.106,0.077,0.244,0.418,0.807,0.906,0.642,0.868,"W1","S29","C2"
0.552,0.767,0.106,0.356,0.284,0.507,0.791,0.953,0.705,0.789,"W1","S20","C2"
0.45,0.444,0.182,0.086,0.269,0.391,0.917,0.953,0.547,0.343,"W1","S30","C2"
0.394,0.025,0.5,0.043,0.235,0.249,0.65,0.614,0.441,0.212,"W1","S29","C2"
0.584,0.603,0.258,0.501,0.388,0.821,0.791,1,0.728,0.559,"W1","S29","C2"
0.552,0.336,0.197,0.125,0.224,0.64,0.949,0.902,0.457,0.468,"W1","S29","C2"
0.53,0.325,0.227,0.125,0.266,0.615,0.961,0.886,0.417,0.462,"W1","S29","C1"
0.416,0.953,0.364,0.086,0.267,0.255,0.642,0.768,0.65,0.229,"W1","S29","C2"
0.401,0.008,0.136,0.213,0.301,0.184,0.815,0.874,0.598,0.174,"W1","S29","C2"
0.548,0.653,0.318,0.323,0.295,0.785,0.709,0.996,0.807,0.568,"W1","S29","C2"
0.547,0.333,0.197,0.096,0.227,0.635,0.949,0.902,0.453,0.46,"W1","S29","C2"
0.514,0.344,0.258,0.068,0.24,0.597,0.969,0.89,0.402,0.456,"W1","S29","C1"
0.578,0.939,0.121,0.107,0.253,0.406,0.795,0.898,0.65,0.86,"W1","S29","C2"
0.568,0.172,0.167,0.346,0.245,0.451,0.906,0.85,0.465,0.815,"W1","S29","C1"
0.553,0.394,0.091,0,0.224,0.671,0.902,0.941,0.563,0.458,"W1","S29","C1"
0.562,0.131,0.136,0.313,0.214,0.476,0.878,0.866,0.516,0.786,"W1","S20","C2"
0.44,0.864,0.152,0.193,0.327,0.248,0.76,0.917,0.709,0.243,"W1","S29","C2"
0.562,0.014,0.076,0.286,0.216,0.479,0.839,0.906,0.606,0.781,"W1","S20","C2"
0.529,0.675,0.045,0.24,0.244,0.765,0.839,0.953,0.654,0.562,"W1","S23","C2"
0.594,0.375,0.045,0.667,0.406,0.829,0.882,0.937,0.587,0.501,"W1","S29","C1"
0.446,0.75,0.03,0,0.224,0.431,0.843,0.941,0.642,0.406,"W1","S23","C1"
0.416,0.883,0.106,0.368,0.324,0.136,0.795,0.921,0.673,0.183,"W1","S12","C2"
0.37,0.247,0.152,0.021,0.222,0.078,0.925,0.882,0.472,0.172,"W1","S20","C2"
0.53,0.733,0.106,0.292,0.248,0.771,0.795,0.961,0.713,0.55,"W1","S29","C2"
0.558,0.703,0.182,0.441,0.3,0.812,0.76,0.976,0.76,0.521,"W1","S29","C2"
0.379,0.231,0.136,0.091,0.244,0.081,0.917,0.882,0.48,0.18,"W1","S12","C2"
0.358,0.256,0.106,0,0.224,0.057,0.913,0.902,0.508,0.184,"W1","S20","C2"
0.54,0.053,0.167,0.043,0.233,0.559,0.835,0.854,0.555,0.699,"W1","S20","C2"
0.528,0.125,0.152,0.043,0.224,0.618,0.878,0.858,0.508,0.421,"W1","S29","C1"
0.453,0.114,0.076,0,0.224,0.458,0.87,0.902,0.567,0.433,"W1","S23","C1"
0.463,0.967,0.197,0.122,0.271,0.388,0.764,0.854,0.634,0.375,"W1","S29","C2"
0.496,0.3,0.333,0.03,0.242,0.559,0.988,0.827,0.299,0.414,"W1","S30","C1"
0.53,0.656,0.106,0.251,0.244,0.769,0.819,0.969,0.693,0.537,"W1","S23","C2"
0.568,0.647,0.212,0.457,0.339,0.833,0.772,0.992,0.752,0.486,"W1","S29","C2"
0.479,0.089,0.227,0.279,0.319,0.36,0.85,0.815,0.488,0.364,"W1","S29","C2"
0.537,0.05,0.03,0.347,0.24,0.608,0.854,0.921,0.606,0.641,"W1","S23","C2"
0.484,0.031,0.106,0.262,0.318,0.372,0.839,0.886,0.591,0.377,"W1","S29","C2"
0.468,0.131,0.152,0.323,0.346,0.318,0.882,0.862,0.508,0.333,"W1","S29","C2"
0.451,0.172,0.076,0.392,0.309,0.259,0.882,0.906,0.559,0.29,"W1","S12","C2"
0.421,0.211,0.136,0.31,0.204,0.158,0.909,0.882,0.496,0.236,"W1","S12","C2"
